TYPE LAT LON H FREQ A ICAO NAME
T 14.5128 -4.07956 906 118.1 50 GAMB "Mopti Ambodedjo"
T 12.5335 -7.94994 1247 118.3 50 GABS "Bamako Senou"
T 33.368 -7.58798 656 118.5 50 GMMN "Mohammed V"
T 33.368 -7.58798 656 119.9 50 GMMN "Mohammed V"
T 33.9273 -4.97796 1900 118.6 50 GMFF "Saiss"
T 31.6069 -8.0363 1535 118.7 50 GMMX "Menara"
T 31.4039 -9.68472 384 121.2 50 GMMI "Essaouira"
T 35.8575 14.4775 300 118.9 50 LMML "Luqa"
T 35.8575 14.4775 300 285.5 50 LMML "Luqa"
T 17.0387 54.0913 73 118.2 50 OOSA "Salalah"
T 4.19183 73.5291 6 118.1 50 VRMM "Male"
T 25.8656 -100.237 1473 118.6 50 MMAN "Del Norte"
T 18.6537 -91.799 10 118.4 50 MMCE "Ciudad Del Carmen"
T 20.5218 -103.311 5012 118.1 50 MMGL "Don Miguel Y Hidalgo"
T 21.7055 -102.318 6112 118.6 50 MMAS "Jesus Teran"
T 20.6239 -100.369 6460 118.95 50 MMQT "Ingeniero F Espinoza Gutierrez"
T 28.7029 -105.965 4462 118.4 50 MMCU "General R Fierro Villalobos"
T 18.5047 -88.3268 48 118.8 50 MMCM "Chetumal"
T 32.6306 -115.242 72 118.2 50 MMML "General Rodolfo Sanchez Taboada"
T 29.0959 -111.048 646 118.7 50 MMHO "General Ignacio P Garcia"
T 15.8769 -97.0891 289 118.9 50 MMPS "Puerto Escondido"
T 20.937 -89.6577 34 118.9 50 MMMD "Licenciado Manuel Crecencio Rejon"
T 21.4195 -104.843 3012 118.8 50 MMEP "Tepic"
T 18.8351 -99.2622 4262 118.35 50 MMCB "Cuernavaca"
T 27.3926 -109.833 243 118.3 50 MMCN "Ciudad Obregon"
T 23.1518 -109.721 358 118.9 50 MMSD "Los Cabos"
T 32.5411 -116.97 499 118.1 50 MMTJ "General Abelardo L Rodriguez"
T 27.969 -110.925 89 118.6 50 MMGM "General Jose Maria Yanez"
T 22.8971 -102.687 7021 118 50 MMZC "General Leobardo C Ruiz"
T 24.0727 -110.362 89 118.1 50 MMLP "General Manuel Marquez De Leon"
T 20.9935 -101.481 5968 118.35 50 MMLO "De Guanajuato"
T 16.9999 -96.7266 5012 118.3 50 MMOX "Xoxocotlan"
T 19.8168 -90.5003 31 118.5 50 MMCP "Ingeniero Alberto Acuna Ongay"
T 24.7645 -107.475 108 118.5 50 MMCL "Culiacan"
T 23.1614 -106.266 38 118.3 50 MMMZ "General Rafael Buelna"
T 16.7569 -99.7536 16 118.5 50 MMAA "General Juan N Alvarez"
T 16.7569 -99.7536 16 119.9 50 MMAA "General Juan N Alvarez"
T 19.1455 -96.1871 105 118.5 50 MMVR "General Heriberto Jara"
T 24.1242 -104.528 6102 118.1 50 MMDO "Durango"
T 19.4363 -99.0721 7316 118.1 50 MMMX "Licenciado Benito Juarez"
T 19.4363 -99.0721 7316 118.7 50 MMMX "Licenciado Benito Juarez"
T 19.3967 -102.039 5226 118.2 50 MMPN "Licenciado Y Gen Ignacio Lopez Rayon"
T 16.4493 -95.0937 82 118.45 50 MMIT "Ixtepec"
T 19.3371 -99.566 8458 118 50 MMTO "Licenciado Adolfo Lopez Mateos"
T 31.7953 -116.603 66 119.75 50 MMES "General Alberto L Salinas C"
T 31.6361 -106.429 3842 118.9 50 MMCS "Abraham Gonzalez"
T 23.7041 -98.9566 781 118.2 50 MMCV "Ciudad Victoria"
T 18.1034 -94.5807 36 118.1 50 MMMT "Minatitlan"
T 22.2965 -97.8659 80 118.3 50 MMTM "General Francisco Javier Mina"
T 25.6852 -109.081 14 118.8 50 MMLM "Valle Del Fuerte"
T 19.277 -103.577 2372 118.9 50 MMIA "Colima"
T 25.9892 -111.348 10 118.4 50 MMLT "Loreto"
T 20.5224 -86.9256 15 118.1 50 MMCZ "Cozumel"
T 25.5495 -100.929 4778 118.4 50 MMIO "Plan De Guadalupe"
T 14.7943 -92.37 115 118.2 50 MMTP "Tapachula"
T 21.0365 -86.8771 20 118.6 50 MMUN "Cancun"
T 25.5683 -103.411 3694 118.5 50 MMTC "Torreon"
T 17.6016 -101.461 20 118.3 50 MMZH "Ixtapa Zihuatanejo"
T 15.775 -96.2611 468 118 50 MMBT "Bahias De Huatulco"
T 20.6801 -105.254 20 118.5 50 MMPR "Licenciado Gustavo Diaz Ordaz"
T 4.31337 118.122 57 122.5 50 WBKW "Tawau"
T 3.77539 103.209 58 118.1 50 WMKD "Kuantan"
T 3.77539 103.209 58 238.1 50 WMKD "Kuantan"
T 5.30068 115.25 101 118.1 50 WBKL "Labuan"
T 5.30068 115.25 101 238.1 50 WBKL "Labuan"
T 5.8995 118.06 46 121.9 50 WBKS "Sandakan"
T 5.8995 118.06 46 123.2 50 WBKS "Sandakan"
T 5.8995 118.06 46 121.5 50 WBKS "Sandakan"
T 1.64131 103.67 121 122.5 50 WMKJ "Sultan Ismail"
T 6.32973 99.7287 29 118.5 50 WMKL "Langkawi"
T 6.32973 99.7287 29 281.1 50 WMKL "Langkawi"
T 4.32519 113.988 55 123.3 50 WBGR "Miri"
T 4.32519 113.988 55 122.7 50 WBGR "Miri"
T 3.13058 101.549 90 118.2 50 WMSA "Sultan Abdul Aziz Shah"
T 6.16665 102.294 16 122.5 50 WMKC "Sultan Ismail Petra"
T 5.03225 118.324 45 122.3 50 WBKD "Lahad Datu"
T 2.26411 111.983 116 122.6 50 WBGS "Sibu"
T 5.38264 103.103 21 123.6 50 WMKN "Sultan Mahmud"
T 5.46592 100.391 11 118.3 50 WMKB "Butterworth"
T 5.46592 100.391 11 257.2 50 WMKB "Butterworth"
T 4.56797 101.092 130 122.1 50 WMKI "Sultan Azlan Shah"
T 4.56797 101.092 130 121.6 50 WMKI "Sultan Azlan Shah"
T 4.5374 103.427 18 123.3 50 WMKE "Kerteh"
T 4.5374 103.427 18 258.5 50 WMKE "Kerteh"
T 5.29714 100.277 11 121.1 50 WMKP "Penang"
T 2.26333 102.252 35 118 50 WMKM "Malacca"
T 3.11225 101.703 111 126.5 50 WMKF "Kuala Lumpur"
T 3.11225 101.703 111 127.8 50 WMKF "Kuala Lumpur"
T 3.11225 101.703 111 237 50 WMKF "Kuala Lumpur"
T 3.17226 113.045 6 122.3 50 WBGB "Bintulu"
T 1.48494 110.346 89 118.1 50 WBGG "Kuching"
T 4.17812 114.331 103 122.4 50 WBGM "Marudi"
T 6.19414 100.403 15 122.3 50 WMKA "Sultan Abdul Halim"
T 5.93722 116.051 10 118.3 50 WBKK "Kota Kinabalu"
T 2.04075 103.307 150 128.3 50 WMAP "Kluang"
T 2.04075 103.307 150 122.4 50 WMAP "Kluang"
T 2.04075 103.307 150 278 50 WMAP "Kluang"
T 2.74558 101.71 69 118.8 50 WMKK "Kuala Lumpur"
T 2.74558 101.71 69 229 50 WMKK "Kuala Lumpur"
T 2.74558 101.71 69 118.5 50 WMKK "Kuala Lumpur"
T -22.0146 166.213 52 118.1 50 NWWW "La Tontouta"
T -22.2583 166.473 10 118.3 50 NWWM "Noumea Magenta"
T 13.4815 2.18361 732 119.7 50 DRRN "Diori Hamani"
T 16.9648 7.99703 1657 118.1 50 DRZA "Manu Dayak"
T 12.0476 8.52462 1565 118.1 50 DNKN "Kano Mallam Aminu"
T 12.9163 5.20719 1006 122.1 50 DNSO "Sadiq Abubakar Iii"
T 12.9163 5.20719 1006 124.5 50 DNSO "Sadiq Abubakar Iii"
T 12.9163 5.20719 1006 121.7 50 DNSO "Sadiq Abubakar Iii"
T 11.8553 13.0809 1102 123.1 50 DNMA "Maiduguri"
T 6.57737 3.32116 135 118.1 50 DNMM "Lagos Murtala Muhammed"
T 52.0606 5.87306 158 122.1 50 EHDL "Deelen"
T 52.0606 5.87306 158 279.925 50 EHDL "Deelen"
T 52.0606 5.87306 158 257.8 50 EHDL "Deelen"
T 50.9117 5.77014 375 119.475 50 EHBK "Maastricht"
T 50.9117 5.77014 375 362.3 50 EHBK "Maastricht"
T 50.9117 5.77014 375 119.7 50 EHBK "Maastricht"
T 51.5681 4.93306 49 125.325 50 EHGR "Gilze Rijen"
T 51.5681 4.93306 49 369.6 50 EHGR "Gilze Rijen"
T 52.3086 4.76389 -11 119.225 50 EHAM "Schiphol"
T 52.3086 4.76389 -11 118.1 50 EHAM "Schiphol"
T 52.3086 4.76389 -11 118.275 50 EHAM "Schiphol"
T 52.3086 4.76389 -11 362.3 50 EHAM "Schiphol"
T 52.9234 4.78062 3 120.125 50 EHKD "De Kooy"
T 52.9234 4.78062 3 362 50 EHKD "De Kooy"
T 52.9234 4.78062 3 122.1 50 EHKD "De Kooy"
T 52.9234 4.78062 3 257.8 50 EHKD "De Kooy"
T 51.6564 5.70861 72 133.425 50 EHVK "Volkel"
T 51.6564 5.70861 72 309.75 50 EHVK "Volkel"
T 52.1697 4.42611 0 134.15 50 EHVB "Valkenburg"
T 52.1697 4.42611 0 369.725 50 EHVB "Valkenburg"
T 52.1697 4.42611 0 122.1 50 EHVB "Valkenburg"
T 52.1697 4.42611 0 257.8 50 EHVB "Valkenburg"
T 53.1197 6.57944 17 118.7 50 EHGG "Eelde"
T 53.1197 6.57944 17 119.7 50 EHGG "Eelde"
T 53.1197 6.57944 17 362.3 50 EHGG "Eelde"
T 51.4491 4.34203 63 118.5 50 EHWO "Woensdrecht"
T 51.4491 4.34203 63 360.725 50 EHWO "Woensdrecht"
T 53.2286 5.76056 4 120.7 50 EHLW "Leeuwarden"
T 53.2286 5.76056 4 363.15 50 EHLW "Leeuwarden"
T 53.2286 5.76056 4 122.1 50 EHLW "Leeuwarden"
T 53.2286 5.76056 4 257.8 50 EHLW "Leeuwarden"
T 51.9574 4.4417 -15 118.2 50 EHRD "Rotterdam"
T 51.9574 4.4417 -15 362.3 50 EHRD "Rotterdam"
T 51.9574 4.4417 -15 119.7 50 EHRD "Rotterdam"
T 51.4501 5.37453 74 131 50 EHEH "Eindhoven"
T 51.4501 5.37453 74 338.85 50 EHEH "Eindhoven"
T 51.4501 5.37453 74 122.1 50 EHEH "Eindhoven"
T 51.4501 5.37453 74 257.8 50 EHEH "Eindhoven"
T 52.27 6.87417 114 119.95 50 EHTW "Twenthe"
T 52.27 6.87417 114 399.875 50 EHTW "Twenthe"
T 52.27 6.87417 114 122.1 50 EHTW "Twenthe"
T 52.27 6.87417 114 257.8 50 EHTW "Twenthe"
T 52.1272 5.27644 66 129.925 50 EHSB "Soesterberg"
T 52.1272 5.27644 66 359.575 50 EHSB "Soesterberg"
T 58.2042 8.08537 57 118.1 50 ENCN "Kristiansand Kjevik"
T 58.2042 8.08537 57 119.95 50 ENCN "Kristiansand Kjevik"
T 58.2042 8.08537 57 122.1 50 ENCN "Kristiansand Kjevik"
T 58.2042 8.08537 57 337.95 50 ENCN "Kristiansand Kjevik"
T 58.2042 8.08537 57 358.85 50 ENCN "Kristiansand Kjevik"
T 63.4576 10.9399 56 119.4 50 ENVA "Trondheim Vaernes"
T 63.4576 10.9399 56 122.1 50 ENVA "Trondheim Vaernes"
T 63.4576 10.9399 56 133.75 50 ENVA "Trondheim Vaernes"
T 63.4576 10.9399 56 257.8 50 ENVA "Trondheim Vaernes"
T 63.4576 10.9399 56 338 50 ENVA "Trondheim Vaernes"
T 59.3453 5.20836 76 120.5 50 ENHD "Haugesund Karmoy"
T 59.3453 5.20836 76 121.1 50 ENHD "Haugesund Karmoy"
T 59.3453 5.20836 76 340.175 50 ENHD "Haugesund Karmoy"
T 60.1939 11.1004 681 118.3 50 ENGM "Oslo Gardermoen"
T 60.1939 11.1004 681 120.1 50 ENGM "Oslo Gardermoen"
T 60.1939 11.1004 681 257.8 50 ENGM "Oslo Gardermoen"
T 60.1939 11.1004 681 299.4 50 ENGM "Oslo Gardermoen"
T 60.1939 11.1004 681 123.325 50 ENGM "Oslo Gardermoen"
T 68.4913 16.6781 84 118 50 ENEV "Evenes"
T 68.4913 16.6781 84 120.1 50 ENEV "Evenes"
T 68.4913 16.6781 84 369.975 50 ENEV "Evenes"
T 69.6833 18.9189 31 118.3 50 ENTC "Tromso"
T 69.6833 18.9189 31 257.8 50 ENTC "Tromso"
T 59.3789 10.7856 174 119.5 50 ENRY "Rygge"
T 59.3789 10.7856 174 299.1 50 ENRY "Rygge"
T 59.3789 10.7856 174 257.8 50 ENRY "Rygge"
T 58.8767 5.63778 29 118.35 50 ENZV "Stavanger Sola"
T 58.8767 5.63778 29 122.1 50 ENZV "Stavanger Sola"
T 58.8767 5.63778 29 257.8 50 ENZV "Stavanger Sola"
T 58.8767 5.63778 29 369.925 50 ENZV "Stavanger Sola"
T 69.0558 18.5404 252 118.1 50 ENDU "Bardufoss"
T 69.0558 18.5404 252 122.1 50 ENDU "Bardufoss"
T 69.0558 18.5404 252 315.325 50 ENDU "Bardufoss"
T 69.0558 18.5404 252 257.8 50 ENDU "Bardufoss"
T 59.1867 10.2586 286 118.65 50 ENTO "Torp"
T 59.1867 10.2586 286 340.025 50 ENTO "Torp"
T 69.2925 16.1442 43 118.2 50 ENAN "Andoya"
T 69.2925 16.1442 43 118.7 50 ENAN "Andoya"
T 69.2925 16.1442 43 122.1 50 ENAN "Andoya"
T 69.2925 16.1442 43 257.8 50 ENAN "Andoya"
T 69.2925 16.1442 43 337.825 50 ENAN "Andoya"
T 60.2934 5.21814 165 119.1 50 ENBR "Bergen Flesland"
T 60.2934 5.21814 165 122.1 50 ENBR "Bergen Flesland"
T 60.2934 5.21814 165 257.8 50 ENBR "Bergen Flesland"
T 27.6966 85.3592 4390 118.1 50 VNKT "Tribhuvan"
T 27.6966 85.3592 4390 118.5 50 VNKT "Tribhuvan"
T 5.45283 -55.1878 59 118.5 50 SMJP "Johan A Pengel"
T 18.041 -63.1089 13 118.7 50 TNCM "Princess Juliana"
T 12.131 -68.2685 20 118.7 50 TNCB "Flamingo"
T 12.1889 -68.9598 30 118.3 50 TNCC "Hato"
T 12.1415 -86.1682 194 118.1 50 MNMG "Managua"
T -39.4658 176.87 6 124.8 50 NZNR "Napier"
T -40.3206 175.617 151 120.6 50 NZPM "Palmerston North"
T -38.1092 176.317 935 121.2 50 NZRO "Rotorua"
T -38.1092 176.317 935 120.1 50 NZRO "Rotorua"
T -37.6719 176.196 13 118.3 50 NZTG "Tauranga"
T -37.6719 176.196 13 123.4 50 NZTG "Tauranga"
T -39.6467 176.767 72 124.8 50 NZHS "Hastings"
T -39.6467 176.767 72 118.1 50 NZHS "Hastings"
T -41.2983 173.221 17 127.4 50 NZNS "Nelson"
T -45.9281 170.198 4 120.7 50 NZDN "Dunedin"
T -45.9281 170.198 4 122.4 50 NZDN "Dunedin"
T -41.3272 174.805 41 118.8 50 NZWN "Wellington"
T -41.3272 174.805 41 120 50 NZWN "Wellington"
T -39.0086 174.179 97 124.7 50 NZNP "New Plymouth"
T -39.0086 174.179 97 118.1 50 NZNP "New Plymouth"
T -36.7878 174.63 100 134.5 50 NZWP "Whenuapai"
T -36.7878 174.63 100 119.9 50 NZWP "Whenuapai"
T -36.7878 174.63 100 255.4 50 NZWP "Whenuapai"
T -37.8667 175.332 172 122.9 50 NZHN "Hamilton"
T -37.8667 175.332 172 125.9 50 NZHN "Hamilton"
T -43.4894 172.532 123 118.3 50 NZCH "Christchurch"
T -46.4124 168.313 5 118.5 50 NZNV "Invercargill"
T -46.4124 168.313 5 122.4 50 NZNV "Invercargill"
T -46.4124 168.313 5 5592 50 NZNV "Invercargill"
T -41.5183 173.87 109 122.8 50 NZWB "Woodbourne"
T -41.5183 173.87 109 118.1 50 NZWB "Woodbourne"
T -40.206 175.388 164 134.5 50 NZOH "Ohakea"
T -40.206 175.388 164 255.4 50 NZOH "Ohakea"
T -37.0081 174.792 23 118.7 50 NZAA "Auckland"
T -37.0081 174.792 23 120.8 50 NZAA "Auckland"
T -38.6633 177.978 15 127.3 50 NZGS "Gisborne"
T -38.6633 177.978 15 118.2 50 NZGS "Gisborne"
T -45.0211 168.739 1171 118.1 50 NZQN "Queenstown"
T -45.0211 168.739 1171 128 50 NZQN "Queenstown"
T -45.5331 167.65 687 118.5 50 NZMO "Manapouri"
T -45.5331 167.65 687 5592 50 NZMO "Manapouri"
T -25.2399 -57.5191 292 118.1 50 SGAS "Silvio Pettirossi"
T -12.0219 -77.1143 113 118.1 50 SPIM "Jorge Chavez"
T -12.0219 -77.1143 113 126.9 50 SPIM "Jorge Chavez"
T 24.9065 67.1608 100 118.3 50 OPKC "Jinnah"
T 24.9065 67.1608 100 118.8 50 OPKC "Jinnah"
T 53.4819 20.9377 463 118.025 50 EPSY "Szymany"
T 53.0968 17.9777 235 119.525 50 EPBY "Szwederowo"
T 52.1385 15.7986 194 118.75 50 EPZG "Babimost"
T 50.4743 19.08 995 129.25 50 EPKT "Pyrzowice"
T 53.5847 14.9022 154 118.5 50 EPSC "Goleniow"
T 51.7219 19.3981 604 124.225 50 EPLL "Lublinek"
T 54.3776 18.4662 488 118.1 50 EPGD "Rebiechowo"
T 51.1027 16.8858 404 124.75 50 EPWR "Strachowice"
T 50.11 22.019 692 126.8 50 EPRZ "Jasionka"
T 52.421 16.8263 308 118.225 50 EPPO "Lawica"
T 52.1658 20.9671 362 118.3 50 EPWA "Okecie"
T 50.0777 19.7848 791 118.1 50 EPKK "Balice Jp Ii Airport"
T 9.07136 -79.3835 135 118.1 50 MPTO "Tocumen"
T 8.97334 -79.5556 31 118.3 50 MPMG "Marcos A Gelabert"
T 38.7644 -27.0935 180 122.1 50 LPLA "Lajes"
T 38.7644 -27.0935 180 257.8 50 LPLA "Lajes"
T 38.7644 -27.0935 180 118.1 50 LPLA "Lajes"
T 38.7644 -27.0935 180 269 50 LPLA "Lajes"
T 38.7644 -27.0935 180 142.4 50 LPLA "Lajes"
T 41.2481 -8.68139 228 118 50 LPPR "Porto"
T 41.2481 -8.68139 228 343.6 50 LPPR "Porto"
T 36.9714 -25.1706 308 118.1 50 LPAZ "Santa Maria"
T 38.7813 -9.13592 374 118.1 50 LPPT "Lisboa"
T 38.7813 -9.13592 374 118.95 50 LPPT "Lisboa"
T 38.7813 -9.13592 374 340 50 LPPT "Lisboa"
T 37.0144 -7.96591 24 118.2 50 LPFR "Faro"
T 37.0144 -7.96591 24 343.6 50 LPFR "Faro"
T 38.725 -9.35523 325 120.3 50 LPCS "Cascais"
T -9.44338 147.22 146 118.1 50 AYPY "Port Moresby Jacksons"
T -9.44338 147.22 146 319.1 50 AYPY "Port Moresby Jacksons"
T 11.8948 -15.6537 129 124.3 50 GGOV "Bissau Oswaldo Vieira"
T 25.2611 51.5651 35 118.9 50 OTBD "Doha"
T 25.2611 51.5651 35 118.65 50 OTBD "Doha"
T 25.2611 51.5651 35 121.5 50 OTBD "Doha"
T 25.2611 51.5651 35 243 50 OTBD "Doha"
T 8.72012 167.732 9 126.2 50 PKWA "Bucholz Aaf"
T 8.72012 167.732 9 360.2 50 PKWA "Bucholz Aaf"
T 9.74208 118.759 71 118.1 50 RPVP "Puerto Princesa"
T 8.41456 124.611 610 122.3 50 RPML "Cagayan De Oro"
T 8.41456 124.611 610 5205 50 RPML "Cagayan De Oro"
T 8.41456 124.611 610 3872.5 50 RPML "Cagayan De Oro"
T 14.9865 120.493 151 118.1 50 RPUF "Basa Ab"
T 14.9865 120.493 151 286.4 50 RPUF "Basa Ab"
T 14.9865 120.493 151 126.18 50 RPUF "Basa Ab"
T 6.92242 122.06 33 123.5 50 RPMZ "Zamboanga"
T 11.2274 125.028 10 122.1 50 RPVA "Daniel Z Romualdez"
T 11.2274 125.028 10 286.4 50 RPVA "Daniel Z Romualdez"
T 18.4568 -66.0981 10 135.875 50 TJIG "Fernando Luis Ribas Dominicci"
T 18.4568 -66.0981 10 298.85 50 TJIG "Fernando Luis Ribas Dominicci"
T 18.2451 -65.6434 38 133.15 50 TJNR "Roosevelt Roads Ns"
T 18.2451 -65.6434 38 340.2 50 TJNR "Roosevelt Roads Ns"
T 18.2451 -65.6434 38 360.2 50 TJNR "Roosevelt Roads Ns"
T 18.4394 -66.0018 9 132.05 50 TJSJ "Luis Munoz Marin"
T 18.4394 -66.0018 9 257.8 50 TJSJ "Luis Munoz Marin"
T 55.9717 37.415 630 120.7 50 UUEE "Sheremetyevo"
T 55.9717 37.415 630 131.5 50 UUEE "Sheremetyevo"
T 59.8 30.265 79 118.1 50 ULLI "Pulkovo"
T 59.8 30.265 79 118.7 50 ULLI "Pulkovo"
T 59.8 30.265 79 128 50 ULLI "Pulkovo"
T 55.5915 37.2615 686 118.3 50 UUWW "Vnukovo"
T 54.8901 20.5926 43 120 50 UMKK "Khrabrovo"
T 55.4088 37.9063 587 118.6 50 UUDD "Domodedovo"
T 55.4088 37.9063 587 119.7 50 UUDD "Domodedovo"
T 48.528 135.188 246 119.3 50 UHHH "Novy"
T 51.7958 55.4567 387 128 50 UWOO "Orenburg"
T 46.8887 142.717 59 120.6 50 UHSS "Khomutovo"
T 24.9576 46.6988 2049 118.8 50 OERK "King Khaled"
T 24.9576 46.6988 2049 342.6 50 OERK "King Khaled"
T 24.9576 46.6988 2049 118.6 50 OERK "King Khaled"
T 24.9576 46.6988 2049 342.2 50 OERK "King Khaled"
T 17.3112 -62.7187 170 118.3 50 TKPK "Robert L Bradshaw"
T 17.2057 -62.5899 14 120.5 50 TKPN "Vance Winkworth Amory"
T -4.67434 55.5218 10 118.3 50 FSIA "Seychelles"
T -32.9689 18.1603 108 128.8 50 FALW "Langebaanweg"
T -32.9689 18.1603 108 120.8 50 FALW "Langebaanweg"
T -28.8028 24.7652 3950 118.6 50 FAKM "Kimberley"
T -33.0356 27.8259 435 118.3 50 FAEL "East London"
T -26.2425 28.1512 5568 118.7 50 FAGM "Rand"
T -33.9648 18.6017 151 118.1 50 FACT "Cape Town"
T -28.401 21.2608 2791 121.3 50 FAUP "Upington"
T -29.0927 26.3024 4458 118.1 50 FABL "Bloemfontein"
T -29.9701 30.9505 33 118.7 50 FADN "Durban"
T -33.9849 25.6173 226 118.1 50 FAPE "Port Elizabeth"
T -34.0056 22.3789 648 118.9 50 FAGG "George"
T 12.4102 -16.7461 52 118.9 50 GOGS "Cap Skiring"
T 46.2237 14.4576 1273 118 50 LJLJ "Ljubljana"
T 1.36042 103.91 65 118.05 50 WSAP "Paya Lebar"
T 1.36042 103.91 65 263.1 50 WSAP "Paya Lebar"
T 1.35572 103.987 22 118.6 50 WSSS "Singapore Changi"
T 1.35572 103.987 22 257.8 50 WSSS "Singapore Changi"
T 1.35572 103.987 22 121.85 50 WSSS "Singapore Changi"
T 37.1749 -5.61594 285 122.1 50 LEMO "Moron Ab"
T 37.1749 -5.61594 285 358.75 50 LEMO "Moron Ab"
T 37.1749 -5.61594 285 340.15 50 LEMO "Moron Ab"
T 37.1749 -5.61594 285 257.8 50 LEMO "Moron Ab"
T 37.1749 -5.61594 285 139.3 50 LEMO "Moron Ab"
T 39.4893 -0.481625 225 118.55 50 LEVC "Valencia"
T 39.4893 -0.481625 225 257.8 50 LEVC "Valencia"
T 39.4893 -0.481625 225 119.075 50 LEVC "Valencia"
T 42.8963 -8.41514 1213 118.75 50 LEST "Santiago"
T 42.8963 -8.41514 1213 257.8 50 LEST "Santiago"
T 36.6452 -6.34947 86 119.75 50 LERT "Rota Ns"
T 36.6452 -6.34947 86 257.8 50 LERT "Rota Ns"
T 40.2941 -3.72383 2029 138.3 50 LEGT "Getafe"
T 40.2941 -3.72383 2029 139.3 50 LEGT "Getafe"
T 40.2941 -3.72383 2029 257.8 50 LEGT "Getafe"
T 40.2941 -3.72383 2029 370.2 50 LEGT "Getafe"
T 41.901 2.76055 468 118.5 50 LEGE "Girona"
T 39.8626 4.21865 298 118.2 50 LEMH "Menorca"
T 39.8626 4.21865 298 257.8 50 LEMH "Menorca"
T 36.6738 -4.49903 52 118.15 50 LEMG "Malaga"
T 36.6738 -4.49903 52 257.8 50 LEMG "Malaga"
T 40.4722 -3.56094 2000 118.15 50 LEMD "Barajas"
T 40.4722 -3.56094 2000 118.075 50 LEMD "Barajas"
T 40.4722 -3.56094 2000 120.15 50 LEMD "Barajas"
T 43.3011 -2.91061 138 118.5 50 LEBB "Bilbao"
T 43.3011 -2.91061 138 257.8 50 LEBB "Bilbao"
T 36.7446 -6.06011 93 118.65 50 LEJR "Jerez"
T 36.7446 -6.06011 93 257.8 50 LEJR "Jerez"
T 36.8439 -2.3701 70 118.35 50 LEAM "Almeria"
T 36.8439 -2.3701 70 257.8 50 LEAM "Almeria"
T 41.1474 1.16717 234 118.15 50 LERS "Reus"
T 41.1474 1.16717 234 257.8 50 LERS "Reus"
T 37.775 -0.812389 11 130.3 50 LELC "Murcia San Javier"
T 37.775 -0.812389 11 138.3 50 LELC "Murcia San Javier"
T 37.775 -0.812389 11 139.3 50 LELC "Murcia San Javier"
T 37.775 -0.812389 11 118.2 50 LELC "Murcia San Javier"
T 37.775 -0.812389 11 257.8 50 LELC "Murcia San Javier"
T 27.9319 -15.3866 78 118.3 50 GCLP "Gran Canaria"
T 27.9319 -15.3866 78 125 50 GCLP "Gran Canaria"
T 27.9319 -15.3866 78 257.8 50 GCLP "Gran Canaria"
T 41.2971 2.07846 12 118.1 50 LEBL "Barcelona"
T 41.2971 2.07846 12 257.8 50 LEBL "Barcelona"
T 41.6662 -1.04155 863 118.1 50 LEZG "Zaragoza Ab"
T 41.6662 -1.04155 863 122.1 50 LEZG "Zaragoza Ab"
T 41.6662 -1.04155 863 139.3 50 LEZG "Zaragoza Ab"
T 41.6662 -1.04155 863 257.8 50 LEZG "Zaragoza Ab"
T 41.6662 -1.04155 863 299.4 50 LEZG "Zaragoza Ab"
T 43.4271 -3.82001 16 118.1 50 LEXJ "Santander"
T 43.4271 -3.82001 16 257.8 50 LEXJ "Santander"
T 39.5989 2.70278 135 118.3 50 LESB "Son Bonet"
T 42.8828 -2.72447 1682 118.45 50 LEVT "Vitoria"
T 42.8828 -2.72447 1682 257.8 50 LEVT "Vitoria"
T 28.9455 -13.6052 47 120.7 50 GCRR "Lanzarote"
T 28.9455 -13.6052 47 257.8 50 GCRR "Lanzarote"
T 39.5517 2.73881 32 118.3 50 LESJ "Palma De Mallorca"
T 39.5517 2.73881 32 118.45 50 LESJ "Palma De Mallorca"
T 39.5517 2.73881 32 257.8 50 LESJ "Palma De Mallorca"
T 43.5636 -6.03462 416 118.15 50 LEAS "Asturias"
T 40.4868 -3.45831 1994 122.1 50 LETO "Torrejon"
T 40.4868 -3.45831 1994 138.7 50 LETO "Torrejon"
T 40.4868 -3.45831 1994 139.3 50 LETO "Torrejon"
T 40.4868 -3.45831 1994 257.8 50 LETO "Torrejon"
T 40.4868 -3.45831 1994 275.8 50 LETO "Torrejon"
T 37.1887 -3.77736 1860 118.85 50 LEGR "Granada"
T 37.1887 -3.77736 1860 257.8 50 LEGR "Granada"
T 42.2318 -8.62678 855 118.45 50 LEVX "Vigo"
T 37.418 -5.89311 111 118.1 50 LEZL "Sevilla"
T 37.418 -5.89311 111 358.6 50 LEZL "Sevilla"
T 38.8912 -6.82133 609 139.3 50 LEBZ "Talavera La Real"
T 38.8912 -6.82133 609 122.1 50 LEBZ "Talavera La Real"
T 38.8912 -6.82133 609 257.8 50 LEBZ "Talavera La Real"
T 38.8912 -6.82133 609 386.6 50 LEBZ "Talavera La Real"
T 38.2822 -0.558156 142 118.15 50 LEAL "Alicante"
T 38.2822 -0.558156 142 257.8 50 LEAL "Alicante"
T 38.2822 -0.558156 142 119.075 50 LEAL "Alicante"
T 41.7061 -4.85194 2775 122.2 50 LEVD "Valladolid"
T 41.7061 -4.85194 2775 139.3 50 LEVD "Valladolid"
T 41.7061 -4.85194 2775 139.7 50 LEVD "Valladolid"
T 41.7061 -4.85194 2775 257.8 50 LEVD "Valladolid"
